Sample,Year,Month,Day,Bulk vs. Seq,Sample,Study Site,,pH,pH stat,NH4,NH4 stat,Ordinal date,Na,Mg,K,Ca,Total Al,Si,S,ICP,,Cl,SO4,NO3,IC,Total N,TN,DON,,DOC,DOC,,Ca_Al Ratio,ADP,
44327,2009,10,24,Seq,TF,YP,TF_YP_SEQ5_24Oct09,6.28,D,4.51,D,733704,17.78,16.31,32.22,17.01,0.28,0.65,3.88,D,44327,15.40,6.89,n.a.,D,13.39,D,8.88,44327,124.58,D,Y,30.375,27,
44328,2009,10,24,Seq,TF,YP,TF_YP_SEQ6_24Oct09,6.58,D,0.12,D,733704,65.46,83.33,210.14,78.34,1.17,1.98,25.16,D,44328,77.04,40.65,n.a.,D,8.81,D,8.69,44328,761.40,D,Y,33.4786324786,27,
44329,2009,10,24,Seq,TF,YP,TF_YP_SEQ7_24Oct09,6.67,D,0.61,D,733704,20.61,31.93,118.46,27.07,0.49,0.94,9.83,D,44329,19.27,14.56,n.a.,D,8.47,D,7.86,44329,285.17,D,Y,27.6224489796,27,
44330,2009,10,24,Seq,TF,YP,TF_YP_SEQ8_24Oct09,6.61,D,0.94,D,733704,8.83,44.97,115.95,34.67,0.61,2.88,8.88,D,44330,5.75,12.64,n.a.,D,7.57,D,6.63,44330,452.31,D,Y,28.4180327869,27,
44331,2009,10,24,Seq,TF,YP,TF_YP_SEQ_LAST_24Oct09,6.56,D,1.36,D,733704,8.64,31.63,98.67,23.51,0.78,1.53,6.52,D,44331,4.99,9.77,n.a.,D,6.80,D,5.44,44331,341.41,D,Y,15.0705128205,27,
44332,2009,10,24,Seq,LL,LL,LL_BE_SEQ1_24Oct09,6.53,D,27.63,D,733704,82.27,267.52,545.22,355.73,8.71,187.37,92.32,D,44332,199.19,141.45,81.11,D,173.79,D,65.05,44332,3123.49,D,Y,20.4207807118,27,
44333,2009,10,24,Seq,LL,LL,LL_BE_SEQ2_24Oct09,6.59,D,15.20,D,733704,110.99,230.75,431.38,387.83,10.00,233.79,82.44,D,44333,196.20,120.88,55.86,D,178.67,D,107.61,44333,3730.47,D,Y,19.3915,27,
44334,2009,10,24,Seq,LL,LL,LL_BE_SEQ3_24Oct09,6.66,D,42.87,D,733704,68.11,175.24,395.52,261.04,8.59,197.08,69.49,D,44334,159.86,100.89,55.09,D,179.47,D,81.51,44334,3315.12,D,Y,15.1944121071,27,
44335,2009,10,24,Seq,LL,LL,LL_BE_SEQ4_24Oct09,6.46,D,16.03,D,733704,48.45,168.71,369.87,278.84,8.90,204.65,67.94,D,44335,142.94,98.44,89.27,D,173.56,D,68.26,44335,3408.15,D,Y,15.6651685393,27,
44336,2009,10,24,Seq,LL,LL,LL_BE_SEQ5_24Oct09,6.39,D,19.11,D,733704,46.73,166.16,370.44,280.74,10.92,214.59,67.42,D,44336,141.06,93.87,64.58,D,158.33,D,74.64,44336,3666.44,D,Y,12.8543956044,27,
44337,2009,10,24,Seq,LL,LL,LL_BE_SEQ6_24Oct09,6.39,D,11.84,D,733704,38.53,95.92,278.89,162.49,5.48,124.92,39.81,D,44337,81.40,54.74,25.92,D,91.23,D,53.47,44337,2250.35,D,Y,14.825729927,27,
44338,2009,10,24,Seq,LL,LL,LL_BE_SEQ7_24Oct09,6.41,D,10.47,D,733704,27.81,45.99,191.27,76.74,4.57,64.03,19.74,D,44338,48.49,26.93,33.73,D,69.76,D,25.56,44338,1068.91,D,Y,8.39606126915,27,
44339,2009,10,24,Seq,LL,LL,LL_BE_SEQ8_24Oct09,6.48,D,12.42,D,733704,30.22,39.71,189.53,65.67,1.68,42.42,20.15,D,44339,58.73,29.93,14.85,D,49.64,D,22.37,44339,873.86,D,Y,19.5446428571,27,
44340,2009,10,24,Seq,LL,LL,LL_BE_SEQ_LAST_24Oct09,6.60,D,7.30,D,733704,29.14,54.31,217.91,76.96,3.40,41.99,17.08,D,44340,36.99,21.53,4.96,D,37.08,D,24.81,44340,860.20,D,Y,11.3176470588,27,
44341,2009,10,24,Seq,LL,LL,LL_YP_SEQ1_24Oct09,6.72,D,6.81,D,733704,46.85,307.09,675.67,326.30,9.75,222.31,117.95,D,44341,206.09,184.41,0.00,D,99.25,D,92.44,44341,3850.90,D,Y,16.7333333333,27,
44342,2009,10,24,Seq,LL,LL,LL_YP_SEQ2_24Oct09,6.67,D,6.93,D,733704,73.34,248.40,798.28,273.24,8.55,219.62,140.13,D,44342,189.98,219.65,n.a.,D,102.33,D,95.40,44342,4183.85,D,Y,15.9789473684,27,
44343,2009,10,24,Seq,LL,LL,LL_YP_SEQ3_24Oct09,6.77,D,10.44,D,733704,48.98,210.53,770.10,233.04,8.49,190.54,132.99,D,44343,170.62,207.27,n.a.,D,108.29,D,97.85,44343,3760.29,D,Y,13.7243816254,27,
44344,2009,10,24,Seq,LL,LL,LL_YP_SEQ4_24Oct09,6.68,D,8.44,D,733704,48.65,200.56,745.40,232.03,8.37,200.68,135.27,D,44344,172.94,213.48,0.00,D,99.65,D,91.21,44344,3984.78,D,Y,13.8608124253,27,
44345,2009,10,24,Seq,LL,LL,LL_YP_SEQ5_24Oct09,6.96,D,17.94,D,733704,48.85,205.47,760.25,238.33,8.49,223.98,141.45,D,44345,173.88,215.43,1.89,D,126.92,D,107.10,44345,4536.07,D,Y,14.0359246172,27,
44346,2009,10,24,Seq,LL,LL,LL_YP_SEQ6_24Oct09,6.68,D,5.09,D,733704,40.89,136.95,606.87,148.62,4.99,108.48,82.18,D,44346,93.48,124.66,0.00,D,74.41,D,69.32,44346,2449.49,D,Y,14.8917835671,27,
44347,2009,10,24,Seq,LL,LL,LL_YP_SEQ7_24Oct09,6.57,D,8.16,D,733704,38.59,82.48,483.94,87.61,3.96,52.21,55.89,D,44347,64.60,87.12,13.63,D,57.36,D,35.57,44347,1471.56,D,Y,11.0618686869,27,
44348,2009,10,24,Seq,LL,LL,LL_YP_SEQ8_24Oct09,7.18,D,6.40,D,733704,54.20,88.52,483.43,85.90,3.56,35.96,40.76,D,44348,62.49,63.16,0.19,D,38.16,D,31.57,44348,1164.70,D,Y,12.0646067416,27,
44349,2009,10,24,Seq,LL,LL,LL_YP_SEQ_LAST_24Oct09,6.79,D,1.80,D,733704,72.89,59.37,370.53,59.53,1.91,24.41,23.17,D,44349,21.59,33.79,n.a.,D,26.74,D,24.94,44349,856.47,D,Y,15.5837696335,27,
44350,2009,10,24,Bulk,BP,BP,BP_BULK_24Oct09,6.56,D,2.06,D,733704,79.97,16.97,2.17,14.78,0.16,11.69,11.31,D,44350,51.04,20.26,0.44,D,16.87,D,14.37,44350,64.84,D,Y,46.1875,27,
44351,2009,10,24,Bulk,TF,BE,TF_BE_BULK_24Oct09,6.70,D,3.90,D,733704,83.59,38.07,177.63,41.26,1.56,21.59,34.82,D,44351,72.81,59.85,25.72,D,161.09,D,131.47,44351,514.46,D,Y,13.2243589744,27,
44352,2009,10,24,Bulk,TF,YP,TF_YP_BULK_24Oct09,6.87,D,10.78,D,733704,114.30,106.43,249.52,79.58,0.46,29.55,29.30,D,44352,61.27,47.76,n.a.,D,45.32,D,34.54,44352,645.56,D,Y,86.5,27,
44353,2009,10,24,Bulk,SSF,BE,SSF_BE_BULK_24Oct09,4.81,D,6.18,D,733704,29.82,35.34,108.26,38.57,10.51,87.52,47.46,D,44353,79.13,82.28,19.66,D,65.74,D,39.91,44353,829.56,D,Y,1.83491912464,27,
44354,2009,10,24,Bulk,SSF,YP,SSF_YP_BULK_24Oct09,5.49,D,8.75,D,733704,29.56,93.30,181.55,101.01,27.95,76.16,82.65,D,44354,60.92,145.15,37.66,D,98.42,D,52.00,44354,2253.60,D,Y,1.80697674419,27,
44355,2009,10,28,Bulk,LL,LL,LL_BE_BULK_28Oct09,6.45,D,9.43,D,733708,13.75,35.23,147.08,56.39,3.45,43.05,14.70,D,44355,15.41,19.35,15.95,D,55.15,D,29.77,44355,973.12,D,Y,8.17246376812,15,
44356,2009,10,28,Bulk,LL,LL,LL_YP_BULK_28Oct09,6.93,D,2.21,D,733708,46.50,106.01,459.17,102.47,3.58,75.75,33.23,D,44356,21.80,43.10,n.a.,D,52.66,D,50.45,44356,1733.54,D,Y,14.311452514,15,
44357,2009,10,28,Bulk,SF,BE,SF_BE_BULK_28Oct09,6.32,D,7.87,D,733708,20.00,8.90,218.83,11.40,1.59,145.35,40.59,D,44357,25.96,63.42,6.15,D,46.43,D,32.42,44357,845.79,D,Y,3.58490566038,15,
44358,2009,10,28,Bulk,SF,YP,SF_YP_BULK_28Oct09,6.37,D,3.53,D,733708,10.55,53.64,465.84,63.75,6.23,4.28,57.11,D,44358,27.66,76.11,n.a.,D,69.88,D,66.35,44358,2879.69,D,Y,5.11637239165,15,
44359,2009,10,28,Bulk,TF,BE,TF_BE_BULK_28Oct09,6.62,D,1.35,D,733708,32.70,18.60,139.36,15.27,0.44,19.50,17.11,D,44359,25.33,28.00,n.a.,D,21.86,D,20.51,44359,404.73,D,Y,17.3522727273,15,
44360,2009,10,28,Bulk,TF,YP,TF_YP_BULK_28Oct09,6.88,D,3.03,D,733708,45.66,120.71,281.46,88.34,1.33,7.71,24.86,D,44360,15.80,31.93,n.a.,D,23.52,D,20.50,44360,584.31,D,Y,33.2105263158,15,
44361,2009,10,28,Bulk,SSF,SSF,SSF_BE BULK_28Oct09,5.13,D,3.12,D,733708,17.40,38.54,56.61,43.42,16.78,54.27,28.41,D,44361,29.07,51.52,3.18,D,39.78,D,33.47,44361,1236.52,D,Y,1.29380214541,15,
44362,2009,10,28,Bulk,SSF,YP,SSF_YP_BULK_28Oct09,5.31,D,2.06,D,733708,33.15,92.52,183.14,97.76,28.83,91.10,90.12,D,44362,68.34,167.21,33.05,D,87.76,D,52.65,44362,2091.98,D,Y,1.6954561221,15,
44363,2009,10,28,Bulk,BP,BP,BP_BULK_28Oct09,6.35,D,1.44,D,733708,27.98,4.84,-4.22,6.36,0.37,7.87,3.40,D,44363,2.54,6.05,n.a.,D,23.70,D,22.26,44363,71.79,D,Y,8.59459459459,15,
44656,2010,1,25,Bulk,TF,BE,TF_BE_BULK_25_JAN_2010,6.22,D,31.67,D,733797,51.19,15.31,16.59,18.23,0.51,3.57,19.32,D,44656,69.42,37.21,17.33,D,51.61,D,2.61,44656,155.22,D,Y,17.8725490196,96,
44657,2010,1,25,Bulk,TF,YP,TF_YP_BULK_25_JAN_2010,6.2,D,21.18,D,733797,44.13,14.07,42.88,18.97,0.47,1.68,16.20,D,44657,67.58,30.26,12.14,D,43.22,D,9.90,44657,383.93,D,Y,20.1808510638,96,
44658,2010,1,25,Bulk,SF,BE,SF_BE_BULK_25_JAN_2010,5.69,D,32.57,D,733797,52.98,26.74,59.62,31.45,1.03,13.81,42.80,D,44658,82.77,80.05,24.58,D,75.67,D,18.52,44658,395.87,D,Y,15.2669902913,96,
44659,2010,1,25,Bulk,SF,YP,SF_YP_BULK_25_JAN_2010,6.26,D,10.17,D,733797,23.11,61.18,391.10,59.33,5.64,2.21,70.47,D,44659,93.33,110.51,n.a.,D,77.29,D,67.12,44659,2468.70,D,Y,5.25975177305,96,
44660,2010,1,25,Bulk,LL,LL,LL_BE_BULK_25_JAN_2010,6.39,D,29.85,D,733797,28.91,54.08,123.60,69.82,1.68,38.00,16.43,D,44660,55.92,25.93,98.31,D,181.87,D,53.71,44660,824.63,D,Y,20.7797619048,96,
44661,2010,1,25,Bulk,LL,LL,LL_YP_BULK_25_JAN_2010,6.66,D,50.99,D,733797,26.45,56.38,179.21,53.03,1.95,33.67,30.33,D,44661,69.48,47.80,39.20,D,132.90,D,42.71,44661,1070.34,D,Y,13.5974358974,96,
44662,2010,1,25,Bulk,SSF,BE,SSF_BE_BULK_25_JAN_2010,4.82,D,54.98,D,733797,56.94,61.36,125.48,54.71,11.62,39.04,73.54,D,44662,157.61,132.92,70.03,D,151.76,D,26.74,44662,517.64,D,Y,2.35413080895,96,
44663,2010,1,25,Bulk,SSF,YP,SSF_YP_BULK_25_JAN_2010,5.37,D,23.06,D,733797,33.64,142.48,179.08,124.67,25.13,63.63,104.36,D,44663,68.20,181.58,152.83,D,212.41,D,36.51,44663,1440.08,D,Y,2.48050139276,96,
44664,2010,1,25,Bulk,BP,BP,BP_BULK_25_JAN_2010,6.02,D,12.03,D,733797,45.44,12.77,-9.31,11.63,0.23,2.35,8.61,D,44664,54.98,16.86,9.08,D,36.98,D,15.86,44664,93.38,D,Y,25.2826086957,96,
44665,2009,12,13,Bulk,TF,BE,TF_BE_BULK_13_DEC_2009,6.36,D,15.88,D,733754,25.79,12.31,13.27,20.19,0.23,3.64,13.35,D,44665,11.84,24.86,16.56,D,40.37,D,7.94,44665,243.90,D,Y,43.8913043478,29,
44666,2009,12,13,Bulk,TF,YP,TF_YP_BULK_13_DEC_2009,6.57,D,20.85,D,733754,31.67,13.97,17.34,29.57,0.42,4.78,11.99,D,44666,15.06,21.12,8.07,D,45.12,D,16.20,44666,264.57,D,Y,35.2023809524,29,
44667,2009,12,13,Bulk,SF,BE,SF_BE_BULK_13_DEC_2009,6.16,D,8.00,D,733754,3.79,7.61,44.03,8.23,0.38,11.02,23.10,D,44667,3.26,42.30,4.67,D,24.39,D,11.72,44667,169.82,D,Y,10.8289473684,29,
44668,2009,12,13,Bulk,SF,YP,SF_YP_BULK_13_DEC_2009,6.39,D,5.68,D,733754,6.50,20.47,247.48,29.35,3.24,2.87,39.49,D,44668,14.24,62.87,0.84,D,37.74,D,31.23,44668,1170.77,D,Y,4.52932098765,29,
44669,2009,12,13,Bulk,LL,LL,LL_BE_BULK_13_DEC_2009,6.07,D,24.12,D,733754,8.42,28.09,110.10,34.64,0.95,11.90,14.30,D,44669,21.31,24.61,80.32,D,95.92,D,-8.52,44669,313.10,D,Y,18.2315789474,29,
44670,2009,12,13,Bulk,LL,LL,LL_YP_BULK_13_DEC_2009,6.58,D,4.55,D,733754,10.85,126.83,264.46,97.62,1.71,25.80,16.66,D,44670,16.61,23.96,60.50,D,83.14,D,18.09,44670,714.87,D,Y,28.5438596491,29,
44671,2009,12,13,Bulk,SSF,BE,SSF_BE_BULK_13_DEC_2009,6.09,D,15.61,D,733754,17.35,46.08,77.53,57.16,6.80,25.20,57.16,D,44671,24.10,103.22,52.56,D,89.63,D,21.47,44671,458.97,D,Y,4.20294117647,29,
44672,2009,12,13,Bulk,SSF,YP,SSF_YP_BULK_13_DEC_2009,6.16,D,7.41,D,733754,25.06,85.10,142.81,120.65,18.83,39.66,65.92,D,44672,38.66,109.83,54.66,D,101.73,D,39.66,44672,1593.08,D,Y,3.20366436537,29,
44673,2009,12,13,Bulk,BP,BP,BP_BULK_13_DEC_2009,6.49,D,3.59,D,733754,29.74,10.35,-7.43,14.00,0.22,3.63,4.26,D,44673,10.17,8.79,1.68,D,13.27,D,8.00,44673,95.56,D,Y,31.8181818182,29,
44674,2009,12,07,Bulk,TF,BE,TF_BE_BULK_07_DEC_2009,6.41,D,45.59,D,733748,77.57,12.47,17.49,18.18,0.47,2.77,20.71,D,44674,10.43,37.84,46.42,D,91.35,D,-0.66,44674,241.28,D,Y,19.3404255319,63,
44675,2009,12,07,Bulk,TF,YP,TF_YP_BULK_07_DEC_2009,6.15,D,20.40,D,733748,22.63,9.06,150.99,11.91,1.61,1.84,46.89,D,44675,13.72,77.60,6.10,D,49.15,D,22.65,44675,749.70,D,Y,3.69875776398,63,
44676,2009,12,07,Bulk,SF,BE,SF_BE_BULK_07_DEC_2009,6.06,D,24.50,D,733748,12.64,12.00,90.33,10.06,0.31,15.67,41.77,D,44676,7.06,75.54,31.84,D,63.46,D,7.12,44676,251.20,D,Y,16.2258064516,63,
44677,2009,12,07,Bulk,SF,YP,SF_YP_BULK_07_DEC_2009,6.21,D,6.75,D,733748,5.06,22.72,321.10,24.81,3.28,2.58,69.58,D,44677,18.20,109.43,0.50,D,48.00,D,40.76,44677,1601.18,D,Y,3.78201219512,63,
44678,2009,12,07,Bulk,LL,LL,LL_BE_BULK_07_DEC_2009,6.45,D,21.45,D,733748,11.87,34.72,134.65,55.40,2.87,66.53,18.70,D,44678,10.90,25.98,28.99,D,80.16,D,29.73,44678,1065.97,D,Y,9.65156794425,63,
44679,2009,12,07,Bulk,LL,LL,LL_YP_BULK_07_DEC_2009,6.45,D,4.15,D,733748,11.58,53.22,196.57,52.47,2.22,73.40,23.05,D,44679,11.60,33.58,2.68,D,35.33,D,28.50,44679,997.53,D,Y,11.8175675676,63,
44680,2009,12,07,Bulk,SSF,BE,SSF_BE_BULK_07_DEC_2009,5.33,D,14.59,D,733748,23.04,21.58,81.21,21.74,7.97,29.22,47.19,D,44680,19.28,83.29,48.79,D,80.65,D,17.27,44680,485.74,D,Y,1.36386449184,63,
44681,2009,12,07,Bulk,SSF,YP,SSF_YP_BULK_07_DEC_2009,5.21,D,4.72,D,733748,30.61,105.87,190.50,105.13,31.52,85.78,99.51,D,44681,61.64,167.05,86.29,D,131.85,D,40.84,44681,1820.22,D,Y,1.6676713198,63,
44682,2009,12,07,Bulk,BP,BP,BP_BULK_07_DEC_2009,6.16,D,90.72,D,733748,60.22,39.63,116.39,31.33,0.36,4.45,16.95,D,44682,10.42,26.47,24.66,D,126.77,D,11.40,44682,190.28,D,Y,43.5138888889,63,
44683,2009,5,06,Bulk,TF,BE,TF_BE_BULK_06_MAY_2009,6.69,D,1.68,D,733533,343.23,54.95,111.33,98.36,0.91,60.20,38.95,D,44683,52.81,62.49,192.25,D,200.56,D,6.64,44683,487.88,D,Y,54.043956044,24,
44684,2009,5,06,Bulk,TF,YP,TF_YP_BULK_06_MAY_2009,6.49,D,31.19,D,733533,20.11,29.92,84.51,39.18,2.12,4.42,20.19,D,44684,18.83,32.31,30.00,D,72.07,D,10.89,44684,676.45,D,Y,9.24056603774,24,
44685,2009,5,06,Bulk,SF,BE,SF_BE_BULK_06_MAY_2009,5.94,D,38.95,D,733533,11.24,8.41,148.54,16.01,1.65,62.63,37.25,D,44685,11.31,60.30,36.91,D,86.29,D,10.43,44685,943.88,D,Y,4.85151515152,24,
44686,2009,5,06,Bulk,SF,YP,SF_YP_BULK_06_MAY_2009,5.52,D,57.51,D,733533,27.52,153.36,473.44,157.71,11.55,2.83,117.41,D,44686,4.13,127.29,2.21,D,207.55,D,147.84,44686,14072.49,D,Y,6.82727272727,24,
44687,2009,5,06,Bulk,LL,LL,LL_BE_BULK_06_MAY_2009,6.25,D,14.07,D,733533,10.83,92.39,147.52,102.96,4.18,10.01,24.89,D,44687,5.22,27.93,4.40,D,68.70,D,50.23,44687,2430.43,D,Y,12.3157894737,24,
44688,2009,5,06,Bulk,LL,LL,LL_YP_BULK_06_MAY_2009,6.34,D,9.55,D,733533,14.52,120.95,124.59,109.04,3.91,9.37,30.30,D,44688,7.77,36.86,n.a.,D,47.46,D,37.91,44688,2432.74,D,Y,13.9437340153,24,
44689,2009,5,06,Bulk,SSF,BE,SSF_BE_BULK_06_MAY_2009,5.12,D,33.93,D,733533,29.14,44.10,110.98,62.53,19.22,64.49,87.69,D,44689,26.88,148.14,59.98,D,120.02,D,26.11,44689,1829.29,D,Y,1.62669094693,24,
44690,2009,5,06,Bulk,SSF,YP,SSF_YP_BULK_06_MAY_2009,5.74,D,180.06,D,733533,62.47,141.97,265.31,135.40,37.52,192.18,195.21,D,44690,86.23,339.83,301.10,D,376.86,D,-104.30,44690,1865.98,D,Y,1.80437100213,24,
44691,2009,5,06,Bulk,BP,BP,BP_BULK_06_MAY_2009,6.13,D,46.54,D,733533,11.79,5.12,-4.23,12.65,0.29,5.75,10.89,D,44691,11.35,20.06,25.97,D,80.37,D,7.86,44691,133.72,D,Y,21.8103448276,24,
44692,2009,5,05,Bulk,TF,BE,TF_BE_BULK_05_MAY_2009,6.59,D,61.26,D,733532,15.07,35.67,104.92,40.64,1.26,8.82,38.81,D,44692,9.80,73.81,27.65,D,91.32,D,2.41,44692,1075.74,D,Y,16.126984127,34,
44693,2009,5,05,Bulk,TF,YP,TF_YP_BULK_05_MAY_2009,5.95,D,18.16,D,733532,24.09,52.71,130.71,66.45,3.30,0.87,45.14,D,44693,15.33,81.95,30.40,D,66.58,D,18.01,44693,1282.20,D,Y,10.0681818182,34,
44694,2009,5,05,Bulk,SF,BE,SF_BE_BULK_05_MAY_2009,5.78,D,42.24,D,733532,18.74,14.14,179.32,26.32,1.09,66.35,55.73,D,44694,9.60,101.73,24.62,D,96.03,D,29.18,44694,1184.52,D,Y,12.0733944954,34,
44695,2009,5,05,Bulk,SF,YP,SF_YP_BULK_05_MAY_2009,5.63,D,61.61,D,733532,35.16,152.89,417.46,142.78,9.27,3.01,132.42,D,44695,35.34,205.62,10.67,D,191.57,D,119.29,44695,5722.65,D,Y,7.70118662352,34,
44696,2009,5,05,Bulk,LL,LL,LL_BE_BULK_05_MAY_2009,4.62,D,24.28,D,733532,28.04,138.63,198.23,144.99,6.53,53.71,54.04,D,44696,12.08,88.61,6.48,D,76.80,D,46.04,44696,2664.72,D,Y,11.1018376723,34,
44697,2009,5,05,Bulk,LL,LL,LL_YP_BULK_05_MAY_2009,5.95,D,13.11,D,733532,23.30,129.15,132.54,112.76,5.48,48.06,46.12,D,44697,9.85,74.87,0.36,D,50.15,D,36.68,44697,2582.48,D,Y,10.2883211679,34,
44698,2009,5,05,Bulk,SSF,BE,SSF_BE_BULK_05_MAY_2009,5.13,D,51.77,D,733532,47.45,49.47,128.82,74.25,22.23,60.89,101.71,D,44698,39.65,194.22,89.13,D,158.04,D,17.14,44698,1644.15,D,Y,1.67004048583,34,
44699,2009,5,05,Bulk,SSF,YP,SSF_YP_BULK_05_MAY_2009,6.05,D,316.17,D,733532,48.77,113.62,468.51,121.94,39.85,104.69,156.79,D,44699,75.99,288.29,433.82,D,662.45,D,-87.54,44699,2568.56,D,Y,1.52998745295,34,
44700,2009,5,05,Bulk,BP,BP,BP_BULK_05_MAY_2009,5.93,D,28.70,D,733532,9.56,13.61,6.08,38.06,0.10,4.03,22.19,D,44700,7.42,44.44,23.01,D,69.35,D,17.64,44700,90.92,D,Y,190.3,34,
45069,2009,12,2,Seq,SF,BE,SF_BE_SEQ1_02Dec09,6.56,D,63.85,D,733743,31.38,35.97,267.98,28.68,1.35,33.19,121.22,D,45069,34.77,232.70,59.41,D,133.61,D,10.35,45069,564.53,D,Y,10.6222222222,85,
45070,2009,12,2,Seq,SF,BE,SF_BE_SEQ2_02Dec09,6.60,D,39.60,D,733743,22.63,17.09,188.57,14.62,1.42,31.58,76.71,D,45070,21.68,146.73,32.01,D,85.11,D,13.50,45070,464.34,D,Y,5.14788732394,85,
45071,2009,12,2,Seq,SF,BE,SF_BE_SEQ3_02Dec09,6.49,D,42.10,D,733743,22.77,12.15,164.28,10.43,0.62,27.80,62.89,D,45071,18.15,119.61,26.50,D,83.41,D,14.81,45071,477.09,D,Y,8.41129032258,85,
45072,2009,12,2,Seq,SF,BE,SF_BE_SEQ4_02Dec09,6.50,D,23.27,D,733743,17.04,8.53,136.71,9.16,0.48,22.13,48.94,D,45072,12.73,93.94,23.95,D,56.69,D,9.48,45072,377.25,D,Y,9.54166666667,85,
45073,2009,12,2,Seq,SF,BE,SF_BE_SEQ5_02Dec09,6.53,D,25.58,D,733743,16.36,5.26,137.75,4.79,0.89,26.83,49.38,D,45073,11.20,92.35,14.54,D,58.58,D,18.47,45073,426.55,D,Y,2.69101123596,85,
45074,2009,12,2,Seq,SF,BE,SF_BE_SEQ6_02Dec09,6.67,D,17.62,D,733743,13.51,6.86,110.94,8.68,1.20,31.95,31.43,D,45074,14.80,57.40,11.09,D,43.29,D,14.58,45074,412.80,D,Y,3.61666666667,85,
45075,2009,12,2,Seq,SF,BE,SF_BE_SEQ7_02Dec09,6.59,D,29.76,D,733743,17.45,7.06,121.08,8.93,1.18,24.79,38.65,D,45075,16.49,70.60,13.88,D,52.87,D,9.23,45075,379.84,D,Y,3.78389830508,85,
45076,2009,12,2,Seq,SF,BE,SF_BE_SEQ8_02Dec09,6.57,D,23.27,D,733743,17.03,8.01,140.22,9.76,3.73,59.02,44.78,D,45076,18.75,80.07,9.11,D,51.18,D,18.79,45076,592.58,D,Y,1.30831099196,85,
45077,2009,12,2,Seq,SF,BE,SF_BE_SEQ9_02Dec09,6.60,D,19.47,D,733743,26.66,10.04,151.63,9.48,0.60,29.09,26.41,D,45077,100.54,47.83,13.01,D,42.89,D,10.40,45077,363.62,D,Y,7.9,85,
45078,2009,12,2,Seq,SF,BE,SF_BE_SEQ10_02Dec09,6.75,D,16.31,D,733743,32.11,6.57,110.08,5.18,1.07,15.59,18.25,D,45078,82.60,32.06,6.45,D,33.11,D,10.35,45078,213.44,D,Y,2.42056074766,85,
45079,2009,12,2,Seq,SF,BE,SF_BE_SEQ11_02Dec09,6.80,D,16.25,D,733743,15.07,1.36,50.94,1.51,0.59,14.28,9.38,D,45079,12.49,15.00,1.01,D,26.55,D,9.29,45079,206.57,D,Y,1.27966101695,85,
45080,2009,12,2,Seq,TF,BE,TF_BE_SEQ1_02Dec09,6.40,D,86.98,D,733743,39.79,27.21,71.63,35.15,1.31,6.37,40.37,D,45080,36.74,74.01,40.32,D,145.73,D,18.43,45080,272.92,D,Y,13.4160305344,85,
45081,2009,12,2,Seq,TF,BE,TF_BE_SEQ2_02Dec09,6.66,D,24.00,D,733743,10.08,12.65,26.38,16.33,-0.02,3.77,15.06,D,45081,9.19,27.56,13.63,D,46.58,D,8.94,45081,400.56,D,Y,N/A,85,
45082,2009,12,2,Seq,TF,BE,TF_BE_SEQ3_02Dec09,6.46,D,23.20,D,733743,45.80,17.89,30.04,22.04,-0.02,3.10,13.89,D,45082,69.99,23.81,15.75,D,49.24,D,10.30,45082,220.74,D,Y,N/A,85,
45083,2009,12,2,Seq,TF,BE,TF_BE_SEQ4_02Dec09,6.43,D,11.84,D,733743,64.70,14.35,25.35,18.81,0.59,1.56,12.16,D,45083,87.57,20.71,10.96,D,30.63,D,7.83,45083,165.74,D,Y,15.9406779661,85,
45084,2009,12,2,Seq,TF,BE,TF_BE_SEQ5_02Dec09,6.74,D,7.57,D,733743,9.20,2.21,9.42,4.69,0.17,0.63,6.21,D,45084,8.61,10.69,2.56,D,17.13,D,7.00,45084,139.39,D,Y,13.7941176471,85,
45085,2009,12,2,Seq,LL,LL,LL_BE_SEQ1_02Dec09,6.27,D,5.07,D,733743,24.33,72.02,271.31,123.92,5.45,154.00,40.83,D,45085,28.69,58.34,123.40,D,181.08,D,52.61,45085,2106.58,D,Y,11.3688073394,85,
45086,2009,12,2,Seq,LL,LL,LL_BE_SEQ2_02Dec09,6.56,D,24.30,D,733743,22.92,66.18,259.48,107.69,5.22,140.52,40.64,D,45086,27.79,60.61,94.89,D,161.24,D,42.05,45086,1776.39,D,Y,10.3151340996,85,
45087,2009,12,2,Seq,LL,LL,LL_BE_SEQ3_02Dec09,6.63,D,18.32,D,733743,20.92,57.43,242.65,96.45,3.92,130.23,35.87,D,45087,24.23,53.21,86.67,D,145.11,D,40.12,45087,1709.64,D,Y,12.3022959184,85,
45088,2009,12,2,Seq,LL,LL,LL_BE_SEQ4_02Dec09,6.45,D,4.32,D,733743,18.62,51.87,230.02,87.79,4.00,120.18,32.07,D,45088,20.72,46.32,92.92,D,130.05,D,32.82,45088,1429.92,D,Y,10.97375,85,
45089,2009,12,2,Seq,LL,LL,LL_BE_SEQ5_02Dec09,6.72,D,19.41,D,733743,19.03,48.23,225.37,82.88,2.71,114.63,29.44,D,45089,19.78,40.58,59.42,D,112.66,D,33.83,45089,1484.18,D,Y,15.2915129151,85,
